gene_name	gene_biotype	gene_id
CXorf49B	protein_coding	ENSG00000215113
GCNA	protein_coding	ENSG00000147174
OPN1MW2	protein_coding	ENSG00000166160
MAGEA9B	protein_coding	ENSG00000267978
FAM236D	protein_coding	ENSG00000225396
ACTRT1	protein_coding	ENSG00000123165
CXorf49	protein_coding	ENSG00000215115
CTAG1B	protein_coding	ENSG00000184033
CTAG2	protein_coding	ENSG00000126890
AMOT	protein_coding	ENSG00000126016
FAM156A	protein_coding	ENSG00000268350
PAGE3	protein_coding	ENSG00000204279
SSX4B	protein_coding	ENSG00000269791
CT47A1	protein_coding	ENSG00000236371
MPC1L	protein_coding	ENSG00000238205
DMRTC1B	protein_coding	ENSG00000184911
ZBED1	protein_coding	ENSG00000214717
CD99	protein_coding	ENSG00000002586
XG	protein_coding	ENSG00000124343
MAMLD1	protein_coding	ENSG00000013619
HSD17B10	protein_coding	ENSG00000072506
ZFP92	protein_coding	ENSG00000189420
H2BW1	protein_coding	ENSG00000123569
CT45A10	protein_coding	ENSG00000269586
PDZD4	protein_coding	ENSG00000067840
PCDH11X	protein_coding	ENSG00000102290
ZNF41	protein_coding	ENSG00000147124
PNMA3	protein_coding	ENSG00000183837
ZNF674	protein_coding	ENSG00000251192
USP51	protein_coding	ENSG00000247746
DMRTC1	protein_coding	ENSG00000269502
FAM133A	protein_coding	ENSG00000179083
F9	protein_coding	ENSG00000101981
FATE1	protein_coding	ENSG00000147378
MAGEA4	protein_coding	ENSG00000147381
MAGED4	protein_coding	ENSG00000154545
GPC4	protein_coding	ENSG00000076716
GPR173	protein_coding	ENSG00000184194
TSPYL2	protein_coding	ENSG00000184205
KDM5C	protein_coding	ENSG00000126012
FMR1NB	protein_coding	ENSG00000176988
TAB3	protein_coding	ENSG00000157625
MAGEA10	protein_coding	ENSG00000124260
MED12	protein_coding	ENSG00000184634
FMR1	protein_coding	ENSG00000102081
XAGE3	protein_coding	ENSG00000171402
FRMD7	protein_coding	ENSG00000165694
GPRASP2	protein_coding	ENSG00000158301
MAOA	protein_coding	ENSG00000189221
MXRA5	protein_coding	ENSG00000101825
GAGE12C	protein_coding	ENSG00000237671
GAGE12D	protein_coding	ENSG00000227488
GAGE12F	protein_coding	ENSG00000236362
GAGE12E	protein_coding	ENSG00000216649
GAGE12G	protein_coding	ENSG00000215269
GAGE12H	protein_coding	ENSG00000224902
GAGE2A	protein_coding	ENSG00000189064
GAGE1	protein_coding	ENSG00000205777
GAGE10	protein_coding	ENSG00000215274
GAGE12J	protein_coding	ENSG00000224659
GAGE13	protein_coding	ENSG00000274274
MAGT1	protein_coding	ENSG00000102158
GABRQ	protein_coding	ENSG00000268089
MAGEA3	protein_coding	ENSG00000221867
MAGEA2B	protein_coding	ENSG00000183305
CSAG1	protein_coding	ENSG00000198930
MAGEA12	protein_coding	ENSG00000213401
MAGEA2	protein_coding	ENSG00000268606
CSAG3	protein_coding	ENSG00000268916
CETN2	protein_coding	ENSG00000147400
NSDHL	protein_coding	ENSG00000147383
PNMA5	protein_coding	ENSG00000198883
EIF2S3	protein_coding	ENSG00000130741
KLHL15	protein_coding	ENSG00000174010
MTM1	protein_coding	ENSG00000171100
NLGN3	protein_coding	ENSG00000196338
LAS1L	protein_coding	ENSG00000001497
NHS	protein_coding	ENSG00000188158
LPAR4	protein_coding	ENSG00000147145
PHF6	protein_coding	ENSG00000156531
HPRT1	protein_coding	ENSG00000165704
PLAC1	protein_coding	ENSG00000170965
PABIR2	protein_coding	ENSG00000156504
PHF8	protein_coding	ENSG00000172943
FAM120C	protein_coding	ENSG00000184083
NYX	protein_coding	ENSG00000188937
TMEM185A	protein_coding	ENSG00000269556
RBMX2	protein_coding	ENSG00000134597
GPR34	protein_coding	ENSG00000171659
DACH2	protein_coding	ENSG00000126733
ELF4	protein_coding	ENSG00000102034
DIAPH2	protein_coding	ENSG00000147202
COL4A6	protein_coding	ENSG00000197565
ATXN3L	protein_coding	ENSG00000123594
VCX3B	protein_coding	ENSG00000205642
SLC38A5	protein_coding	ENSG00000017483
VCX3A	protein_coding	ENSG00000169059
TCEAL4	protein_coding	ENSG00000133142
WNK3	protein_coding	ENSG00000196632
BRCC3	protein_coding	ENSG00000185515
IDH3G	protein_coding	ENSG00000067829
FAM47A	protein_coding	ENSG00000185448
APOOL	protein_coding	ENSG00000155008
PLS3	protein_coding	ENSG00000102024
TEX13D	protein_coding	ENSG00000282419
GPC3	protein_coding	ENSG00000147257
AVPR2	protein_coding	ENSG00000126895
PRRG3	protein_coding	ENSG00000130032
CNGA2	protein_coding	ENSG00000183862
SHOX	protein_coding	ENSG00000185960
SYP	protein_coding	ENSG00000102003
STS	protein_coding	ENSG00000101846
PNPLA4	protein_coding	ENSG00000006757
CHIC1	protein_coding	ENSG00000204116
CT47B1	protein_coding	ENSG00000236446
FAM156B	protein_coding	ENSG00000179304
DCAF8L2	protein_coding	ENSG00000189186
IL9R	protein_coding	ENSG00000124334
MAGEA6	protein_coding	ENSG00000197172
MID1IP1	protein_coding	ENSG00000165175
MAGED4B	protein_coding	ENSG00000187243
SSX2	protein_coding	ENSG00000241476
VCX	protein_coding	ENSG00000182583
SERTM2	protein_coding	ENSG00000260802
RGN	protein_coding	ENSG00000130988
RBM10	protein_coding	ENSG00000182872
UBA1	protein_coding	ENSG00000130985
NDUFB11	protein_coding	ENSG00000147123
NUP62CL	protein_coding	ENSG00000198088
DNAAF6	protein_coding	ENSG00000080572
ATP7A	protein_coding	ENSG00000165240
RS1	protein_coding	ENSG00000102104
PHKA2	protein_coding	ENSG00000044446
SUPT20HL1	protein_coding	ENSG00000223731
SUV39H1	protein_coding	ENSG00000101945
GLOD5	protein_coding	ENSG00000171433
ERAS	protein_coding	ENSG00000187682
PCSK1N	protein_coding	ENSG00000102109
PQBP1	protein_coding	ENSG00000102103
SLC35A2	protein_coding	ENSG00000102100
OTUD5	protein_coding	ENSG00000068308
KCND1	protein_coding	ENSG00000102057
TRO	protein_coding	ENSG00000067445
PPEF1	protein_coding	ENSG00000086717
SUPT20HL2	protein_coding	ENSG00000223611
PDK3	protein_coding	ENSG00000067992
ARMCX1	protein_coding	ENSG00000126947
ARMCX6	protein_coding	ENSG00000198960
ARMCX3	protein_coding	ENSG00000102401
ARMCX2	protein_coding	ENSG00000184867
ZRSR2	protein_coding	ENSG00000169249
ARMCX4	protein_coding	ENSG00000196440
CLDN34	protein_coding	ENSG00000234469
TCEAL2	protein_coding	ENSG00000184905
BEX5	protein_coding	ENSG00000184515
TSC22D3	protein_coding	ENSG00000157514
NCBP2L	protein_coding	ENSG00000170935
NKRF	protein_coding	ENSG00000186416
FRMPD4	protein_coding	ENSG00000169933
GK	protein_coding	ENSG00000198814
SMARCA1	protein_coding	ENSG00000102038
OCRL	protein_coding	ENSG00000122126
DNASE1L1	protein_coding	ENSG00000013563
ARMCX5	protein_coding	ENSG00000125962
RBM41	protein_coding	ENSG00000089682
GAB3	protein_coding	ENSG00000160219
SMIM9	protein_coding	ENSG00000203870
SYTL4	protein_coding	ENSG00000102362
KIAA1210	protein_coding	ENSG00000250423
XAGE1B	protein_coding	ENSG00000204382
CXorf51A	protein_coding	ENSG00000224440
HEPH	protein_coding	ENSG00000089472
SPACA5	protein_coding	ENSG00000171489
ZMAT1	protein_coding	ENSG00000166432
CT45A7	protein_coding	ENSG00000273696
LAGE3	protein_coding	ENSG00000196976
ENOX2	protein_coding	ENSG00000165675
SPIN2A	protein_coding	ENSG00000147059
SHROOM4	protein_coding	ENSG00000158352
FAM104B	protein_coding	ENSG00000182518
MAP7D2	protein_coding	ENSG00000184368
EIF1AX	protein_coding	ENSG00000173674
RPS6KA3	protein_coding	ENSG00000177189
BCLAF3	protein_coding	ENSG00000173681
USP26	protein_coding	ENSG00000134588
GNL3L	protein_coding	ENSG00000130119
HS6ST2	protein_coding	ENSG00000171004
SPRY3	protein_coding	ENSG00000168939
H2AL1Q	protein_coding	ENSG00000249467
CCDC160	protein_coding	ENSG00000203952
DGAT2L6	protein_coding	ENSG00000184210
AWAT1	protein_coding	ENSG00000204195
P2RY4	protein_coding	ENSG00000186912
ARR3	protein_coding	ENSG00000120500
RAB41	protein_coding	ENSG00000147127
KIF4A	protein_coding	ENSG00000090889
GDPD2	protein_coding	ENSG00000130055
PDZD11	protein_coding	ENSG00000120509
BTK	protein_coding	ENSG00000010671
CD40LG	protein_coding	ENSG00000102245
ARHGEF6	protein_coding	ENSG00000129675
TRPC5	protein_coding	ENSG00000072315
RTL4	protein_coding	ENSG00000187823
TEX13C	protein_coding	ENSG00000282815
TIMM17B	protein_coding	ENSG00000126768
CYBB	protein_coding	ENSG00000165168
CSF2RA	protein_coding	ENSG00000198223
MOSPD2	protein_coding	ENSG00000130150
FANCB	protein_coding	ENSG00000181544
ZC3H12B	protein_coding	ENSG00000102053
RTL9	protein_coding	ENSG00000243978
RBM3	protein_coding	ENSG00000102317
WDR13	protein_coding	ENSG00000101940
FAM47C	protein_coding	ENSG00000198173
PGRMC1	protein_coding	ENSG00000101856
SLC25A43	protein_coding	ENSG00000077713
SLC25A5	protein_coding	ENSG00000005022
UBE2A	protein_coding	ENSG00000077721
STEEP1	protein_coding	ENSG00000018610
PDHA1	protein_coding	ENSG00000131828
MAP3K15	protein_coding	ENSG00000180815
IKBKG	protein_coding	ENSG00000269335
G6PD	protein_coding	ENSG00000160211
SLC7A3	protein_coding	ENSG00000165349
IL2RG	protein_coding	ENSG00000147168
UPF3B	protein_coding	ENSG00000125351
MSN	protein_coding	ENSG00000147065
AMMECR1	protein_coding	ENSG00000101935
GNG5B	protein_coding	ENSG00000133136
DKC1	protein_coding	ENSG00000130826
MAGEA1	protein_coding	ENSG00000198681
PWWP4	protein_coding	ENSG00000278803
CDK16	protein_coding	ENSG00000102225
USP11	protein_coding	ENSG00000102226
FAM3A	protein_coding	ENSG00000071889
GDI1	protein_coding	ENSG00000203879
PORCN	protein_coding	ENSG00000102312
CT47C1	protein_coding	ENSG00000277535
SH2D1A	protein_coding	ENSG00000183918
HTR2C	protein_coding	ENSG00000147246
TENM1	protein_coding	ENSG00000009694
TLR8	protein_coding	ENSG00000101916
TMSB4X	protein_coding	ENSG00000205542
FAM9C	protein_coding	ENSG00000187268
XIAP	protein_coding	ENSG00000101966
CASK	protein_coding	ENSG00000147044
MBNL3	protein_coding	ENSG00000076770
WAS	protein_coding	ENSG00000015285
CT45A1	protein_coding	ENSG00000268940
CT45A5	protein_coding	ENSG00000228836
ACE2	protein_coding	ENSG00000130234
TBC1D25	protein_coding	ENSG00000068354
TFE3	protein_coding	ENSG00000068323
HDAC6	protein_coding	ENSG00000094631
PFKFB1	protein_coding	ENSG00000158571
BEX4	protein_coding	ENSG00000102409
WWC3	protein_coding	ENSG00000047644
KANTR	protein_coding	ENSG00000232593
TCP11X1	protein_coding	ENSG00000268235
TCP11X2	protein_coding	ENSG00000215029
KLHL13	protein_coding	ENSG00000003096
TDGF1P3	protein_coding	ENSG00000225366
GATA1	protein_coding	ENSG00000102145
TRPC5OS	protein_coding	ENSG00000204025
OGT	protein_coding	ENSG00000147162
RPS6KA6	protein_coding	ENSG00000072133
SH3KBP1	protein_coding	ENSG00000147010
MCF2	protein_coding	ENSG00000101977
SPANXN4	protein_coding	ENSG00000189326
MAGEB16	protein_coding	ENSG00000189023
TENT5D	protein_coding	ENSG00000174016
OPN1MW3	protein_coding	ENSG00000269433
H2AL3	protein_coding	ENSG00000229674
MAGEB6B	protein_coding	ENSG00000232030
SPANXA1	protein_coding	ENSG00000198021
NXF2B	protein_coding	ENSG00000269437
CSAG2	protein_coding	ENSG00000268902
GTPBP6	protein_coding	ENSG00000178605
TEX28	protein_coding	ENSG00000278057
SPANXN2	protein_coding	ENSG00000268988
TMSB15C	protein_coding	ENSG00000269226
MAGIX	protein_coding	ENSG00000269313
IRAK1	protein_coding	ENSG00000184216
NR0B1	protein_coding	ENSG00000169297
TXLNG	protein_coding	ENSG00000086712
RBBP7	protein_coding	ENSG00000102054
REPS2	protein_coding	ENSG00000169891
PABIR3	protein_coding	ENSG00000156500
MOSPD1	protein_coding	ENSG00000101928
SMIM10	protein_coding	ENSG00000184785
TCEAL8	protein_coding	ENSG00000180964
TCEAL5	protein_coding	ENSG00000204065
BEX2	protein_coding	ENSG00000133134
ARHGAP4	protein_coding	ENSG00000089820
NAA10	protein_coding	ENSG00000102030
RPGR	protein_coding	ENSG00000156313
MECP2	protein_coding	ENSG00000169057
MMGT1	protein_coding	ENSG00000169446
ZC4H2	protein_coding	ENSG00000126970
DMD	protein_coding	ENSG00000198947
FOXP3	protein_coding	ENSG00000049768
PGK1	protein_coding	ENSG00000102144
RHOXF1P3	protein_coding	ENSG00000282933
RHOXF2B	protein_coding	ENSG00000203989
RHOXF1	protein_coding	ENSG00000101883
RHOXF2	protein_coding	ENSG00000131721
ZBTB33	protein_coding	ENSG00000177485
TMEM255A	protein_coding	ENSG00000125355
PIN4	protein_coding	ENSG00000102309
ERCC6L	protein_coding	ENSG00000186871
RPS4X	protein_coding	ENSG00000198034
CITED1	protein_coding	ENSG00000125931
HUWE1	protein_coding	ENSG00000086758
MTMR1	protein_coding	ENSG00000063601
HMGB3	protein_coding	ENSG00000029993
USP9X	protein_coding	ENSG00000124486
GRIPAP1	protein_coding	ENSG00000068400
WDR45	protein_coding	ENSG00000196998
PNMA6E	protein_coding	ENSG00000214897
ATP2B3	protein_coding	ENSG00000067842
DLG3	protein_coding	ENSG00000082458
CSTF2	protein_coding	ENSG00000101811
NOX1	protein_coding	ENSG00000007952
XKRX	protein_coding	ENSG00000182489
BGN	protein_coding	ENSG00000182492
FGF13	protein_coding	ENSG00000129682
GLRA2	protein_coding	ENSG00000101958
LAMP2	protein_coding	ENSG00000005893
RTL5	protein_coding	ENSG00000242732
GPM6B	protein_coding	ENSG00000046653
PRAF2	protein_coding	ENSG00000243279
ZCCHC12	protein_coding	ENSG00000174460
SMS	protein_coding	ENSG00000102172
DCX	protein_coding	ENSG00000077279
DDX3X	protein_coding	ENSG00000215301
CDX4	protein_coding	ENSG00000131264
ZCCHC13	protein_coding	ENSG00000187969
H2BW2	protein_coding	ENSG00000101812
IL13RA1	protein_coding	ENSG00000131724
ATP11C	protein_coding	ENSG00000101974
IQSEC2	protein_coding	ENSG00000124313
PAK3	protein_coding	ENSG00000077264
ZNF185	protein_coding	ENSG00000147394
TAFAZZIN	protein_coding	ENSG00000102125
MID1	protein_coding	ENSG00000101871
TCEANC	protein_coding	ENSG00000176896
ALG13	protein_coding	ENSG00000101901
TKTL1	protein_coding	ENSG00000007350
NHSL2	protein_coding	ENSG00000204131
IL1RAPL1	protein_coding	ENSG00000169306
PCDH19	protein_coding	ENSG00000165194
TSPAN6	protein_coding	ENSG00000000003
RAB40AL	protein_coding	ENSG00000102128
BEX1	protein_coding	ENSG00000133169
NXF3	protein_coding	ENSG00000147206
TCEAL7	protein_coding	ENSG00000182916
TCEAL9	protein_coding	ENSG00000185222
BEX3	protein_coding	ENSG00000166681
RAB40A	protein_coding	ENSG00000172476
IL1RAPL2	protein_coding	ENSG00000189108
TEX13A	protein_coding	ENSG00000268629
NRK	protein_coding	ENSG00000123572
SERPINA7	protein_coding	ENSG00000123561
GYG2	protein_coding	ENSG00000056998
UBE2NL	protein_coding	ENSG00000276380
PIM2	protein_coding	ENSG00000102096
GLA	protein_coding	ENSG00000102393
TCEAL6	protein_coding	ENSG00000204071
UXT	protein_coding	ENSG00000126756
CCDC120	protein_coding	ENSG00000147144
CRLF2	protein_coding	ENSG00000205755
CA5B	protein_coding	ENSG00000169239
XAGE5	protein_coding	ENSG00000171405
SAGE1	protein_coding	ENSG00000181433
CD99L2	protein_coding	ENSG00000102181
GABRA3	protein_coding	ENSG00000011677
AR	protein_coding	ENSG00000169083
KDM6A	protein_coding	ENSG00000147050
STAG2	protein_coding	ENSG00000101972
PEBP4	protein_coding	ENSG00000134020
GFRA2	protein_coding	ENSG00000168546
DLC1	protein_coding	ENSG00000164741
SGCZ	protein_coding	ENSG00000185053
CNOT7	protein_coding	ENSG00000198791
EGR3	protein_coding	ENSG00000179388
EBF2	protein_coding	ENSG00000221818
ERICH1	protein_coding	ENSG00000104714
VPS37A	protein_coding	ENSG00000155975
C8orf48	protein_coding	ENSG00000164743
STC1	protein_coding	ENSG00000159167
TRIM35	protein_coding	ENSG00000104228
MAK16	protein_coding	ENSG00000198042
HMBOX1	protein_coding	ENSG00000147421
FUT10	protein_coding	ENSG00000172728
UNC5D	protein_coding	ENSG00000156687
MSR1	protein_coding	ENSG00000038945
DPYSL2	protein_coding	ENSG00000092964
SLC25A37	protein_coding	ENSG00000147454
MBOAT4	protein_coding	ENSG00000177669
DOCK5	protein_coding	ENSG00000147459
LEPROTL1	protein_coding	ENSG00000104660
ADRA1A	protein_coding	ENSG00000120907
DUSP26	protein_coding	ENSG00000133878
NKX3-1	protein_coding	ENSG00000167034
LOXL2	protein_coding	ENSG00000134013
ZDHHC2	protein_coding	ENSG00000104219
PCMTD1	protein_coding	ENSG00000168300
BNIP3L	protein_coding	ENSG00000104765
KIF13B	protein_coding	ENSG00000197892
DCTN6	protein_coding	ENSG00000104671
PPP2R2A	protein_coding	ENSG00000221914
ENTPD4	protein_coding	ENSG00000197217
SPIDR	protein_coding	ENSG00000164808
SLC20A2	protein_coding	ENSG00000168575
SH2D4A	protein_coding	ENSG00000104611
PNMA2	protein_coding	ENSG00000240694
LYN	protein_coding	ENSG00000254087
SNTG1	protein_coding	ENSG00000147481
SARAF	protein_coding	ENSG00000133872
CYP7B1	protein_coding	ENSG00000172817
CA8	protein_coding	ENSG00000178538
RNF122	protein_coding	ENSG00000133874
ZMAT4	protein_coding	ENSG00000165061
CRISPLD1	protein_coding	ENSG00000121005
R3HCC1	protein_coding	ENSG00000104679
NEFM	protein_coding	ENSG00000104722
PEX2	protein_coding	ENSG00000164751
PXDNL	protein_coding	ENSG00000147485
ZFHX4	protein_coding	ENSG00000091656
CLVS1	protein_coding	ENSG00000177182
ARMC1	protein_coding	ENSG00000104442
XKR9	protein_coding	ENSG00000221947
PAG1	protein_coding	ENSG00000076641
SULF1	protein_coding	ENSG00000137573
C8orf34	protein_coding	ENSG00000165084
CA3	protein_coding	ENSG00000164879
HNF4G	protein_coding	ENSG00000164749
BPNT2	protein_coding	ENSG00000104331
RBIS	protein_coding	ENSG00000176731
STAU2	protein_coding	ENSG00000040341
CALB1	protein_coding	ENSG00000104327
NECAB1	protein_coding	ENSG00000123119
GEM	protein_coding	ENSG00000164949
MMP16	protein_coding	ENSG00000156103
PSKH2	protein_coding	ENSG00000147613
PRDM14	protein_coding	ENSG00000147596
FABP5	protein_coding	ENSG00000164687
PDP1	protein_coding	ENSG00000164951
TRPA1	protein_coding	ENSG00000104321
CDH17	protein_coding	ENSG00000079112
NSMAF	protein_coding	ENSG00000035681
MTDH	protein_coding	ENSG00000147649
POP1	protein_coding	ENSG00000104356
ERICH5	protein_coding	ENSG00000177459
MRPS28	protein_coding	ENSG00000147586
DCAF4L2	protein_coding	ENSG00000176566
SLCO5A1	protein_coding	ENSG00000137571
ZNF706	protein_coding	ENSG00000120963
YWHAZ	protein_coding	ENSG00000164924
WRN	protein_coding	ENSG00000165392
RPL30	protein_coding	ENSG00000156482
SLC7A13	protein_coding	ENSG00000164893
CA13	protein_coding	ENSG00000185015
FSBP	protein_coding	ENSG00000265817
TMEM64	protein_coding	ENSG00000180694
NIPAL2	protein_coding	ENSG00000104361
CA2	protein_coding	ENSG00000104267
ADAM18	protein_coding	ENSG00000168619
RIDA	protein_coding	ENSG00000132541
POLR2K	protein_coding	ENSG00000147669
WWP1	protein_coding	ENSG00000123124
TRIQK	protein_coding	ENSG00000205133
E2F5	protein_coding	ENSG00000133740
RALYL	protein_coding	ENSG00000184672
KCNV1	protein_coding	ENSG00000164794
UQCRB	protein_coding	ENSG00000156467
LAPTM4B	protein_coding	ENSG00000104341
CHRNB3	protein_coding	ENSG00000147432
CLXN	protein_coding	ENSG00000034239
TSPYL5	protein_coding	ENSG00000180543
KCNS2	protein_coding	ENSG00000156486
LRRCC1	protein_coding	ENSG00000133739
CYP7A1	protein_coding	ENSG00000167910
RAD54B	protein_coding	ENSG00000197275
UBR5	protein_coding	ENSG00000104517
EYA1	protein_coding	ENSG00000104313
DNAJC5B	protein_coding	ENSG00000147570
PTDSS1	protein_coding	ENSG00000156471
TNFRSF11B	protein_coding	ENSG00000164761
SNAI2	protein_coding	ENSG00000019549
MTBP	protein_coding	ENSG00000172167
MTERF3	protein_coding	ENSG00000156469
DSCC1	protein_coding	ENSG00000136982
MRPL13	protein_coding	ENSG00000172172
CCN3	protein_coding	ENSG00000136999
TMEM74	protein_coding	ENSG00000164841
FBXO32	protein_coding	ENSG00000156804
MATN2	protein_coding	ENSG00000132561
FBXO43	protein_coding	ENSG00000156509
SDCBP	protein_coding	ENSG00000137575
DEPTOR	protein_coding	ENSG00000155792
UBXN2B	protein_coding	ENSG00000215114
PTK2B	protein_coding	ENSG00000120899
ATP6V1C1	protein_coding	ENSG00000155097
NCALD	protein_coding	ENSG00000104490
ANXA13	protein_coding	ENSG00000104537
RB1CC1	protein_coding	ENSG00000023287
CPA6	protein_coding	ENSG00000165078
ODF1	protein_coding	ENSG00000155087
MED30	protein_coding	ENSG00000164758
RDH10	protein_coding	ENSG00000121039
WASHC5	protein_coding	ENSG00000164961
RNF19A	protein_coding	ENSG00000034677
RAB2A	protein_coding	ENSG00000104388
STK3	protein_coding	ENSG00000104375
ATP6V0D2	protein_coding	ENSG00000147614
TOX	protein_coding	ENSG00000198846
ASAP1	protein_coding	ENSG00000153317
BHLHE22	protein_coding	ENSG00000180828
MAL2	protein_coding	ENSG00000147676
KCNB2	protein_coding	ENSG00000182674
FAM91A1	protein_coding	ENSG00000176853
SLA	protein_coding	ENSG00000155926
PREX2	protein_coding	ENSG00000046889
COLEC10	protein_coding	ENSG00000184374
TBC1D31	protein_coding	ENSG00000156787
ZFPM2	protein_coding	ENSG00000169946
SDC2	protein_coding	ENSG00000169439
PKHD1L1	protein_coding	ENSG00000205038
GRHL2	protein_coding	ENSG00000083307
RHPN1	protein_coding	ENSG00000158106
LACTB2	protein_coding	ENSG00000147592
TRAM1	protein_coding	ENSG00000067167
LY6D	protein_coding	ENSG00000167656
NCOA2	protein_coding	ENSG00000140396
TG	protein_coding	ENSG00000042832
SBSPON	protein_coding	ENSG00000164764
TOP1MT	protein_coding	ENSG00000184428
GML	protein_coding	ENSG00000104499
JRK	protein_coding	ENSG00000234616
LYPD2	protein_coding	ENSG00000197353
SLURP2	protein_coding	ENSG00000283992
CYP11B2	protein_coding	ENSG00000179142
RSPO2	protein_coding	ENSG00000147655
TSNARE1	protein_coding	ENSG00000171045
SLURP1	protein_coding	ENSG00000126233
ADCY8	protein_coding	ENSG00000155897
LYNX1	protein_coding	ENSG00000180155
LYNX1-SLURP2	protein_coding	ENSG00000284505
ZHX2	protein_coding	ENSG00000178764
RPL7	protein_coding	ENSG00000147604
CPQ	protein_coding	ENSG00000104324
DERL1	protein_coding	ENSG00000136986
MTFR1	protein_coding	ENSG00000066855
CSMD3	protein_coding	ENSG00000164796
LY6K	protein_coding	ENSG00000160886
THEM6	protein_coding	ENSG00000130193
BAALC	protein_coding	ENSG00000164929
PSCA	protein_coding	ENSG00000167653
SNTB1	protein_coding	ENSG00000172164
ATP6V1H	protein_coding	ENSG00000047249
NSMCE2	protein_coding	ENSG00000156831
PENK	protein_coding	ENSG00000181195
C8orf33	protein_coding	ENSG00000182307
NTAQ1	protein_coding	ENSG00000156795
SFRP1	protein_coding	ENSG00000104332
TRIM55	protein_coding	ENSG00000147573
CRH	protein_coding	ENSG00000147571
TRIB1	protein_coding	ENSG00000173334
HAS2	protein_coding	ENSG00000170961
ATAD2	protein_coding	ENSG00000156802
NPBWR1	protein_coding	ENSG00000288611
PLPP5	protein_coding	ENSG00000147535
NSD3	protein_coding	ENSG00000147548
CCN4	protein_coding	ENSG00000104415
CYP11B1	protein_coding	ENSG00000160882
TTI2	protein_coding	ENSG00000129696
PDE7A	protein_coding	ENSG00000205268
SPAG1	protein_coding	ENSG00000104450
STMN2	protein_coding	ENSG00000104435
NEIL2	protein_coding	ENSG00000154328
JPH1	protein_coding	ENSG00000104369
FGL1	protein_coding	ENSG00000104760
ASAH1	protein_coding	ENSG00000104763
TTPA	protein_coding	ENSG00000137561
YTHDF3	protein_coding	ENSG00000185728
PI15	protein_coding	ENSG00000137558
GDAP1	protein_coding	ENSG00000104381
NEFL	protein_coding	ENSG00000277586
GSDMC	protein_coding	ENSG00000147697
SCX	protein_coding	ENSG00000260428
HSF1	protein_coding	ENSG00000185122
DGAT1	protein_coding	ENSG00000185000
SCRT1	protein_coding	ENSG00000261678
FBXL6	protein_coding	ENSG00000182325
ADCK5	protein_coding	ENSG00000173137
CPSF1	protein_coding	ENSG00000071894
SLC39A4	protein_coding	ENSG00000147804
VPS28	protein_coding	ENSG00000160948
BOP1	protein_coding	ENSG00000261236
SLC52A2	protein_coding	ENSG00000185803
NAT1	protein_coding	ENSG00000171428
SLC45A4	protein_coding	ENSG00000022567
GPR20	protein_coding	ENSG00000204882
MOS	protein_coding	ENSG00000172680
PLAG1	protein_coding	ENSG00000181690
CHCHD7	protein_coding	ENSG00000170791
NDRG1	protein_coding	ENSG00000104419
CA1	protein_coding	ENSG00000133742
SMIM19	protein_coding	ENSG00000176209
TRPS1	protein_coding	ENSG00000104447
PPP3CC	protein_coding	ENSG00000120910
FNTA	protein_coding	ENSG00000168522
HGSNAT	protein_coding	ENSG00000165102
POTEA	protein_coding	ENSG00000188877
PPDPFL	protein_coding	ENSG00000168333
DLGAP2	protein_coding	ENSG00000198010
POMK	protein_coding	ENSG00000185900
PHF20L1	protein_coding	ENSG00000129292
ENPP2	protein_coding	ENSG00000136960
LETM2	protein_coding	ENSG00000165046
FER1L6	protein_coding	ENSG00000214814
TCF24	protein_coding	ENSG00000261787
COPS5	protein_coding	ENSG00000121022
ARFGEF1	protein_coding	ENSG00000066777
ZNF707	protein_coding	ENSG00000181135
CCDC166	protein_coding	ENSG00000255181
MAPK15	protein_coding	ENSG00000181085
FAM83H	protein_coding	ENSG00000180921
SCRIB	protein_coding	ENSG00000180900
NRBP2	protein_coding	ENSG00000185189
EPPK1	protein_coding	ENSG00000261150
PARP10	protein_coding	ENSG00000178685
GRINA	protein_coding	ENSG00000178719
SPATC1	protein_coding	ENSG00000186583
OPLAH	protein_coding	ENSG00000178814
CYC1	protein_coding	ENSG00000179091
SHARPIN	protein_coding	ENSG00000179526
MAF1	protein_coding	ENSG00000179632
WDR97	protein_coding	ENSG00000179698
HGH1	protein_coding	ENSG00000235173
INTS8	protein_coding	ENSG00000164941
TP53INP1	protein_coding	ENSG00000164938
VCPIP1	protein_coding	ENSG00000175073
C8orf44-SGK3	protein_coding	ENSG00000288602
SGK3	protein_coding	ENSG00000104205
MCMDC2	protein_coding	ENSG00000178460
FBXO25	protein_coding	ENSG00000147364
TRHR	protein_coding	ENSG00000174417
ENY2	protein_coding	ENSG00000120533
NUDCD1	protein_coding	ENSG00000120526
ANKRD46	protein_coding	ENSG00000186106
SNX31	protein_coding	ENSG00000174226
PABPC1	protein_coding	ENSG00000070756
EMC2	protein_coding	ENSG00000104412
KCNK9	protein_coding	ENSG00000169427
CHRAC1	protein_coding	ENSG00000104472
EIF3E	protein_coding	ENSG00000104408
RPS20	protein_coding	ENSG00000008988
PLEKHA2	protein_coding	ENSG00000169499
HTRA4	protein_coding	ENSG00000169495
TM2D2	protein_coding	ENSG00000169490
ADAM32	protein_coding	ENSG00000197140
TERF1	protein_coding	ENSG00000147601
GGH	protein_coding	ENSG00000137563
CSPP1	protein_coding	ENSG00000104218
